location,total_sqft,bath,price,bhk
Kudlu Gate,1919,3,121,3
Kudlu Gate,1464,3,56,2
Kudlu Gate,1535,3,85,3
Kudlu Gate,1850,3,120,3
Kudlu Gate,940,2,69.57,2
Kudlu Gate,1215,2,44.96,2
Kudlu Gate,1164,2,75,2
Kudlu Gate,3850,6,205,4
Kudlu Gate,1183,2,79.54,2
Kudlu Gate,1850,3,110,3
Kudlu Gate,1320,2,50,3
Kudlu Gate,1183,2,79.54,2
Kudlu Gate,1200,2,44.4,2
Kudlu Gate,1432,2,61.11,3
Kudlu Gate,1310,2,53,2
Kumaraswami Layout,2000,4,139,4
Kumaraswami Layout,1000,2,48.5,2
Kumaraswami Layout,1000,2,58,2
Kumaraswami Layout,2400,7,125,7
Kumaraswami Layout,2400,2,125,3
Kumaraswami Layout,1310,2,70,3
Kumaraswami Layout,850,1,78,1
Kumaraswami Layout,3200,7,150,7
Kumaraswami Layout,1310,2,85,3
Kumaraswami Layout,2450,3,110,4
Kumaraswami Layout,3100,7,145,7
Kumaraswami Layout,1200,3,75,3
Kumaraswami Layout,1081,2,60,2
Kundalahalli,1724,3,125,3
Kundalahalli,1030,2,49,2
Kundalahalli,735,2,57.99,2
Kundalahalli,1047,2,82,2
Kundalahalli,1397,3,105,3
Kundalahalli,1724,3,127,3
Kundalahalli,1010,2,49.27,2
Kundalahalli,1397,3,110,3
Kundalahalli,1397,3,104,3
Kundalahalli,1397,3,108,3
Kundalahalli,1920,3,150,3
Kundalahalli,1397,3,105,3
Kundalahalli,1800,3,80,3
Kundalahalli,1724,3,124,3
Kundalahalli,1047,2,84,2
Kundalahalli,1047,2,83,2
Kundalahalli,7000,4,550,4
Kundalahalli,2075,3,115,3
Kundalahalli,1120,2,53.76,2
Kundalahalli,1047,2,82.62,2
Kundalahalli,1047,2,91,2
Kundalahalli,1724,3,146,3
Kundalahalli,1600,3,170,3
Kundalahalli,1496,2,78,3
Kundalahalli,1724,3,125,3
Kundalahalli,1010,2,48.27,2
Kundalahalli,1047,2,89,2
Kundalahalli,2500,5,245,4
Kundalahalli,1397,3,105,3
Kundalahalli,1800,3,110,3
Kundalahalli,1047,2,72,2
Kundalahalli,1260,2,58,2
Kundalahalli,3092,4,230,4
Kundalahalli,1065,2,70,2
Kundalahalli,1724,3,146,3
Kundalahalli,1047,2,91,2
Kundalahalli,1724,3,128,3
Kundalahalli,1315,2,74,2
Kundalahalli,2100,3,150,3
Kundalahalli,1724,3,125,3
Kundalahalli,1724,3,140,3
Kundalahalli,1175,2,65,2
LB Shastri Nagar,1600,3,65,3
LB Shastri Nagar,1043,2,55,2
LB Shastri Nagar,1184,2,69,2
LB Shastri Nagar,665,1,32,1
LB Shastri Nagar,1250,2,48.5,2
LB Shastri Nagar,1400,2,80,3
LB Shastri Nagar,1184,2,62,2
LB Shastri Nagar,1200,2,47,2
LB Shastri Nagar,1200,2,75,2
LB Shastri Nagar,1000,2,49.5,2
Laggere,2800,5,125,5
Laggere,1200,3,130,3
Laggere,1200,1,125,1
Laggere,1200,2,75,2
Laggere,620,2,48,1
Lakshminarayana Pura,1185,2,75,2
Lakshminarayana Pura,1600,2,108,3
Lakshminarayana Pura,1180,2,75,2
Lakshminarayana Pura,1172,2,82,2
Lakshminarayana Pura,1179,2,75,2
Lakshminarayana Pura,1149,2,75,2
Lakshminarayana Pura,1336,2,100,2
Lakshminarayana Pura,1175,2,75,2
Lakshminarayana Pura,1190,2,75,2
Lakshminarayana Pura,1200,2,75,2
Lakshminarayana Pura,1200,2,75,2
Lakshminarayana Pura,1165,2,75,2
Lakshminarayana Pura,1145,2,75,2
Lakshminarayana Pura,1500,3,104,3
Lakshminarayana Pura,1210,2,75,2
Lakshminarayana Pura,1169,2,75,2
Lakshminarayana Pura,1200,2,75,2
Lakshminarayana Pura,1172,2,75,2
Lakshminarayana Pura,1172,2,75,2
Lakshminarayana Pura,1180,2,75,2
Lakshminarayana Pura,1200,2,83,2
Lakshminarayana Pura,1200,2,80,2
Lakshminarayana Pura,1195,2,75,2
Lakshminarayana Pura,1200,2,80,2
Lingadheeranahalli,1521,3,95,3
Lingadheeranahalli,1511,3,95,3
Lingadheeranahalli,1683,3,109,3
Lingadheeranahalli,1519,3,93,3
Lingadheeranahalli,1521,3,94.99,3
Lingadheeranahalli,1682,3,120,3
Lingadheeranahalli,1521,3,94.71,3
Lingadheeranahalli,1893,3,130,3
Lingadheeranahalli,1705,3,110,3
Lingadheeranahalli,2245,4,154,4
Lingadheeranahalli,1682,3,113,3
Lingadheeranahalli,1682,3,114,3
Lingadheeranahalli,1506,3,95,3
Lingadheeranahalli,1683,3,110,3
Lingadheeranahalli,1684,3,120,3
Lingadheeranahalli,2236,4,153,4
Lingadheeranahalli,1894,4,114,3
Lingadheeranahalli,2240,4,160,4
Magadi Road,3600,6,141,6
Magadi Road,1116,2,50,2
Magadi Road,1282,2,49,3
Magadi Road,884,2,41.1,2
Magadi Road,1005,2,55.78,2
Magadi Road,1000,2,46.5,2
Magadi Road,1500,2,93,4
Magadi Road,1322,2,58.82,3
Magadi Road,1345,2,55,2
Magadi Road,1191,2,55.38,3
Magadi Road,5000,6,360,5
Magadi Road,1116,2,51.89,2
Magadi Road,1052,2,60,3
Magadi Road,940,2,50,2
Magadi Road,1318,2,68,3
Magadi Road,1187,2,55.195,3
Magadi Road,884,2,48,2
Mahadevpura,1720,3,78,3
Mahadevpura,1150,2,52,2
Mahadevpura,1250,2,52,2
Mahadevpura,1260,2,57.6,2
Mahadevpura,730,1,35,1
Mahadevpura,1434,2,67.39,3
Mahadevpura,1146,2,53.8,2
Mahadevpura,1532,2,62,2
Mahadevpura,1620,2,76,3
Mahadevpura,1136,2,64.5,2
Mahadevpura,1400,2,65.8,3
Mahadevpura,1137,2,53.4,2
Mahadevpura,1601,3,95,3
Mahadevpura,1450,3,75,3
Mahadevpura,1152,2,54,2
Mahadevpura,1212,2,56.9,2
Mahadevpura,1505,3,64,3
Mahadevpura,1505,3,78,3
Mahadevpura,1500,2,70,3
Mahadevpura,1236,2,58,2
Mahadevpura,1236,2,58,2
Mahadevpura,1120,2,53,2
Mahalakshmi Layout,1575,5,158,4
Mahalakshmi Layout,1105,2,80,2
Mahalakshmi Layout,1200,3,160,4
Mahalakshmi Layout,1200,2,110,3
Mahalakshmi Layout,1876,3,150,3
Mallasandra,1665,3,95,3
Mallasandra,1665,3,86.58,3
Mallasandra,1340,2,61,2
Mallasandra,1325,2,70,2
Mallasandra,1665,3,86.91,3
Mallasandra,1325,2,70,2
Mallasandra,905,2,40,2
Mallasandra,1325,2,65,2
Mallasandra,1325,2,73,2
Mallasandra,1565,2,69,2
Mallasandra,905,2,35,2
Mallasandra,1524,2,72,3
Mallasandra,1100,2,76.3,3
Malleshpalya,1140,2,46.5,2
Malleshpalya,1225,2,46.86,2
Malleshpalya,1785,3,75,3
Malleshpalya,1052,2,50,2
Malleshpalya,1405,2,77,3
Malleshpalya,1065,2,50,2
Malleshpalya,1210,2,55,2
Malleshpalya,1900,3,60,3
Malleshpalya,1060,2,40,2
Malleshpalya,1430,2,69.5,3
Malleshpalya,1421,2,90,2
Malleshpalya,1245,2,55,2
Malleshpalya,1200,2,46,2
Malleshpalya,1225,2,52,2
Malleshwaram,705,1,67,1
Malleshwaram,12000,7,2200,7
Malleshwaram,2500,5,325,4
Malleshwaram,2006,3,297,3
Malleshwaram,686,1,62.5,1
Malleshwaram,2475,4,332,3
Malleshwaram,2610,3,399,3
Malleshwaram,2475,4,320,3
Malleshwaram,900,2,95,2
Malleshwaram,1420,2,158,2
Malleshwaram,2000,3,250,3
Malleshwaram,2215,3,275,3
Malleshwaram,1600,3,160,3
Malleshwaram,2475,4,300,3
Malleshwaram,2345,2,293,3
Malleshwaram,2600,3,237,3
Malleshwaram,2215,4,310,3
Malleshwaram,480,1,60,1
Malleshwaram,1290,2,120,2
Malleshwaram,2475,4,326,3
Malleshwaram,2476,3,337,3
Malleshwaram,900,2,90,2
Malleshwaram,2250,3,200,3
Malleshwaram,2050,4,270,3
Malleshwaram,900,2,72,2
Malleshwaram,620,1,86.8,1
Malleshwaram,600,1,68,2
Malleshwaram,2475,4,337,3
Malleshwaram,2215,3,275,3
Malleshwaram,2215,3,330,3
Malleshwaram,2800,4,252,4
Malleshwaram,1020,2,80,2
Malleshwaram,600,1,90,2
Malleshwaram,2200,3,275,3
Malleshwaram,2475,4,326,3
Malleshwaram,1500,2,140,2
Malleshwaram,2475,4,340,3
Malleshwaram,1400,2,190,2
Malleshwaram,2475,4,300,3
Malleshwaram,2400,3,380,3
Malleshwaram,580,1,45,1
Malleshwaram,1410,2,125,2
Malleshwaram,2610,4,306,4
Marathahalli,1310,3,63.25,3
Marathahalli,1220,2,57,2
Marathahalli,1200,2,52,2
Marathahalli,1200,2,60,2
Marathahalli,1933,3,140,3
Marathahalli,950,2,46.96,2
Marathahalli,1230,2,80,2
Marathahalli,3800,4,250,4
Marathahalli,1019,2,49.85,2
Marathahalli,1215,2,67,2
Marathahalli,2181,3,152,4
Marathahalli,1170,2,53,2
Marathahalli,1019,2,49.86,2
Marathahalli,1325,2,71.55,2
Marathahalli,1220,2,56.5,2
Marathahalli,1575,3,78,3
Marathahalli,1152,2,56,2
Marathahalli,1610,3,90,3
Marathahalli,1146,2,70,2
Marathahalli,4000,5,212,4
Marathahalli,1469,3,89,3
Marathahalli,1530,3,74.5,3
Marathahalli,1840,3,98,3
Marathahalli,3951,4,220,4
Marathahalli,1350,2,62,3
Marathahalli,2519,5,185,4
Marathahalli,1385,2,66.65,3
Marathahalli,957,2,46.9,2
Marathahalli,1583,3,105,3
Marathahalli,2524,5,190,4
Marathahalli,1350,3,72,3
Marathahalli,4000,5,212,4
Marathahalli,1535,3,72.5,3
Marathahalli,1071,2,52.25,2
Marathahalli,1215,2,58.86,2
Marathahalli,1102,2,53.67,2
Marathahalli,1900,3,123,3
Marathahalli,1045,2,60,2
Marathahalli,1305,2,69,3
Marathahalli,1215,2,58.86,2
Marathahalli,1365,2,73,2
Marathahalli,3800,4,205,4
Marathahalli,3895,4,220,4
Marathahalli,1785,3,94,3
Marathahalli,4000,4,220,4
Marathahalli,1208,2,70,2
Marathahalli,1325,1,92,2
Marathahalli,1525,3,90,3
Marathahalli,1937,3,140,3
Marathahalli,1550,3,83,3
Marathahalli,1350,2,86,2
Marathahalli,957,2,47,2
Marathahalli,4000,4,220,4
Marathahalli,1230,2,57,2
Marathahalli,1200,2,58,2
Marathahalli,1650,3,86.45,3
Marathahalli,607,1,35,1
Marathahalli,1583,3,109,3
Marathahalli,1075,2,52.43,2
Marathahalli,1360,2,103,2
Marathahalli,1220,2,58.5,2
Marathahalli,950,2,45.68,2
Marathahalli,615,1,44,1
Marathahalli,1595,3,90,3
Marathahalli,1350,2,89,2
Marathahalli,1020,2,57,2
Marathahalli,1600,3,88,2
Marathahalli,780,1,55,1
Marathahalli,1710,3,100,3
Marathahalli,1530,3,73.5,3
Marathahalli,1358,2,81,2
Marathahalli,1205,2,75,2
Marathahalli,1730,3,110,3
Marathahalli,1583,3,115,3
Marathahalli,1200,2,67,2
Marathahalli,1095,2,60,2
Marathahalli,1060,2,48,2
Marathahalli,1050,2,65,2
Marathahalli,1102,2,53.67,2
Marathahalli,1026,2,49.95,2
Marathahalli,3940,4,220,4
Marathahalli,1435,3,73,3
Marathahalli,1220,2,59,2
Marathahalli,881,2,48.06,2
Marathahalli,1130,2,58,3
Marathahalli,1710,3,100,3
Marathahalli,1680,3,105,3
Marathahalli,1910,3,119,3
Marathahalli,1602,2,104,2
Marathahalli,700,1,38,1
Marathahalli,1469,3,89,3
Marathahalli,1385,2,68.5,3
Marathahalli,1690,3,116,3
Marathahalli,1065,2,55,2
Marathahalli,1693,3,125,3
Marathahalli,1693,3,125,3
Marathahalli,1196,2,57.9,2
Marathahalli,1595,3,88,3
Marathahalli,2122,3,125,3
Marathahalli,1730,3,115,3
Marathahalli,4000,4,200,4
Marathahalli,1200,2,58.17,3
Marathahalli,1125,2,55,2
Marathahalli,1950,3,115,3
Marathahalli,1250,2,68,2
Marathahalli,1125,2,56.8,2
Marathahalli,1350,2,90,2
Marathahalli,1200,2,53,2
Marathahalli,2500,5,175,4
Marathahalli,957,2,47,2
Marathahalli,3855,4,220,4
Marathahalli,1605,3,76,3
Marathahalli,1350,2,60,2
Marathahalli,3400,4,235,4
Marathahalli,1350,2,99,2
Marathahalli,1310,3,63.22,3
Marathahalli,1285,2,55,2
Marathahalli,2500,5,181,4
Marathahalli,3800,4,235,4
Marathahalli,3951,4,230,4
Marathahalli,1125,2,54.8,2
Marathahalli,1700,3,126,3
Marathahalli,1315,2,60,3
Marathahalli,1270,2,73,2
Marathahalli,1530,3,71,3
Marathahalli,950,2,46.7,2
Marathahalli,1550,3,85,3
Marathahalli,1019,2,49.86,2
Marathahalli,1144,2,65,2
Marathahalli,1240,2,55,2
Marathahalli,1100,2,75,1
Marathahalli,1156,2,52,2
Marathahalli,2524,5,180,4
Marathahalli,1135,2,60,2
Marathahalli,1839,3,130,3
Marathahalli,1170,2,85,2
Marathahalli,1102,2,53.67,2
Marathahalli,1108,2,60,3
Marathahalli,1449,3,110,3
Marathahalli,1360,2,101,2
Marathahalli,1026,2,50.18,2
Marathahalli,1800,3,95,3
Marathahalli,1650,3,85,3
Marathahalli,1270,2,80,2
Marathahalli,1100,2,50,2
Marathahalli,1196,2,57.95,2
Marathahalli,1310,3,63.25,3
Marathahalli,1485,2,90,3
Marathahalli,1146,2,69,2
Margondanahalli,1090,2,58,2
Margondanahalli,1200,2,58.5,2
Margondanahalli,1200,2,67,2
Margondanahalli,1200,2,65,3
Margondanahalli,1000,2,57,2
Margondanahalli,1625,3,80,3
Margondanahalli,600,2,35,2
Margondanahalli,1200,2,69,2
Margondanahalli,900,2,49,2
Margondanahalli,1140,2,60,2
Margondanahalli,1100,2,55,2
Margondanahalli,1152,1,66,2
Margondanahalli,1448,3,70,3
Margondanahalli,1200,2,65,2
Margondanahalli,1050,2,58,2
Margondanahalli,1160,2,65,2
Margondanahalli,1334,2,67.76,2
Marsur,1800,4,145,4
Marsur,1200,3,90,3
Marsur,1200,3,120,3
Mico Layout,5000,9,210,9
Mico Layout,1550,2,65,3
Mico Layout,1125,2,40,2
Mico Layout,1190,2,39.25,2
Mico Layout,800,1,29.5,1
Mico Layout,1250,2,44,3
Mico Layout,1171,2,39,2
Mico Layout,1200,2,53.5,2
Mico Layout,1670,3,59,3
Mico Layout,1140,2,43,2
Munnekollal,1170,2,52,2
Munnekollal,1102,2,53.67,2
Munnekollal,1390,3,68,3
Munnekollal,1200,2,49.5,2
Munnekollal,950,2,46.5,2
Munnekollal,1560,3,75,3
Munnekollal,1750,3,86.5,3
Munnekollal,1385,2,66.5,3
Munnekollal,1080,2,45,2
Munnekollal,1170,2,59,2
Munnekollal,1540,2,70,3
Munnekollal,1200,2,57.9,3
Munnekollal,1030,2,50.36,2
Murugeshpalya,1296,2,81,2
Murugeshpalya,1550,3,74,3
Murugeshpalya,1845,3,91,3
Murugeshpalya,1185,2,85,2
Murugeshpalya,1225,2,48,2
Murugeshpalya,1930,3,75,3
Murugeshpalya,1600,2,65,3
Murugeshpalya,1344,2,56,3
Murugeshpalya,1500,2,70,3
Murugeshpalya,1855,3,96,3
Murugeshpalya,1175,2,75,2
Mysore Road,1175,2,73.5,2
Mysore Road,1710,4,91.31,3
Mysore Road,1020,2,48.95,2
Mysore Road,1175,2,73.5,2
Mysore Road,1070,2,45,2
Mysore Road,1239,2,53,2
Mysore Road,1060,2,62,2
Mysore Road,980,2,45.47,2
Mysore Road,883,2,40,2
Mysore Road,1525,3,96,3
Mysore Road,1200,2,65,2
Mysore Road,1340,2,64.31,3
Mysore Road,1082,3,50.5,3
Mysore Road,1340,2,64.31,3
Mysore Road,883,2,40.95,2
Mysore Road,1070,2,49.65,2
Mysore Road,1082,3,50,3
Mysore Road,883,2,50,2
Mysore Road,1155,2,51,2
Mysore Road,1003,2,43,2
Mysore Road,1237,2,73,2
Mysore Road,883,2,45,2
Mysore Road,1170,2,65,2
Mysore Road,1029.5,2,50.855,2
Mysore Road,940,2,43.61,2
Mysore Road,1500,3,74,3
Mysore Road,1020,2,48.95,2
Mysore Road,1568,2,100,3
Mysore Road,1410,2,64,3
Mysore Road,1560,2,83.3,3
Mysore Road,1175,2,70.5,2
Mysore Road,1080,2,60,3
Mysore Road,1500,3,70,3
Mysore Road,883,2,37,2
Mysore Road,1082,2,45,3
NGR Layout,1020,2,45.9,2
NGR Layout,1105,2,49.73,2
NGR Layout,1022,2,45.9,2
NGR Layout,1020,2,45,2
NGR Layout,1019,2,45.9,2
NGR Layout,1020,2,46,2
NGR Layout,1021,2,46,2
NGR Layout,1021,2,45.9,2
NRI Layout,1565,2,75,3
NRI Layout,2500,5,130,5
NRI Layout,1125,2,45.56,2
NRI Layout,2150,4,115,4
NRI Layout,1250,2,75,2
NRI Layout,1789,3,75,3
NRI Layout,1731,3,64.11,3
NRI Layout,2400,2,125,2
Nagarbhavi,1630,2,98,3
Nagarbhavi,1350,3,150,3
Nagarbhavi,1200,2,150,2
Nagarbhavi,1523,2,53.4,3
Nagarbhavi,2400,3,160,3
Nagarbhavi,884,2,36,1
Nagarbhavi,1055,2,55,2
Nagarbhavi,1350,2,54.6,3
Nagarbhavi,1223,2,60,2
Nagarbhavi,956,2,49,2
Nagarbhavi,1560,3,66,3
Nagarbhavi,1200,2,150,2
Nagarbhavi,1400,2,85,3
Nagarbhavi,1515,2,79,3
Nagarbhavi,1145,2,40,2
Nagarbhavi,300,1,20,1
Nagarbhavi,1250,3,175,4
Nagarbhavi,710,2,40,1
Nagarbhavi,1850,3,88,3
Nagarbhavi,1212,2,50,2
Nagarbhavi,1020,2,55,2
Nagarbhavi,1850,3,90,3
Nagarbhavi,1120,2,53,2
Nagarbhavi,1850,2,88,3
Nagarbhavi,1146,2,50,2
Nagarbhavi,1850,2,89,3
Nagarbhavi,1190,2,63,2
Nagarbhavi,1523,2,56,3
Nagarbhavi,1050,2,80,2
Nagarbhavi,2500,3,180,5
Nagarbhavi,1350,3,60,3
Nagarbhavi,1250,3,170,2
Nagarbhavi,1635,3,85,3
Nagarbhavi,1400,2,135,3
Nagarbhavi,2200,2,99,3
Nagarbhavi,1100,2,46.2,2
Nagarbhavi,1080,2,49,2
Nagarbhavi,1800,3,180,4
Nagarbhavi,1225,2,58,2
Nagasandra,980,2,48,2
Nagasandra,2400,4,145,4
Nagasandra,7000,8,450,4
Nagasandra,1650,3,95,3
Nagasandra,1500,2,91,2
Nagavara,400,1,14,1
Nagavara,2172.65,3,120,4
Nagavara,1545,2,58,3
Nagavara,2319,3,180,3
Nagavara,2430,4,180,3
Nagavara,936,2,40.2,2
Nagavara,1125,2,44.5,2
Nagavara,1315,2,70,2
Nagavara,1077,2,50,2
Nagavara,2496,4,125,4
Nagavara,1110,2,44.95,2
Nagavara,1247,2,58.56,2
Nagavarapalya,1392,2,99,2
Nagavarapalya,705,1,52.5,1
Nagavarapalya,1300,3,80,3
Nagavarapalya,705,1,57,1
Nagavarapalya,705,1,55,1
Nagavarapalya,705,1,57,1
Nagavarapalya,1335,2,110,2
Nagavarapalya,1260,2,85.5,2
Narayanapura,1308,2,89.04,2
Narayanapura,1566,3,83.3,3
Narayanapura,1485,3,85,3
Narayanapura,1302,2,69.1,2
Narayanapura,1308,2,89.04,2
Narayanapura,2357,3,135,3
Narayanapura,2357,3,135,3
Narayanapura,1469,2,99.14,2
Neeladri Nagar,1053,2,45,2
Neeladri Nagar,1363,2,68,2
Neeladri Nagar,2556,3,133,3
Neeladri Nagar,674,1,21,1
Neeladri Nagar,527,1,26,1
Neeladri Nagar,1167,2,38,3
Neeladri Nagar,1060,2,35,2
Neeladri Nagar,640,1,20.5,1
Neeladri Nagar,4000,12,160,10
Neeladri Nagar,1105,2,30,2
Neeladri Nagar,1100,2,30,2
Neeladri Nagar,2111,3,103,3
Nehru Nagar,1775,3,110,3
Nehru Nagar,2363,5,120,4
Nehru Nagar,2342,3,115,4
Nehru Nagar,967,2,41.1,2
Nehru Nagar,1374,3,72,3
Nehru Nagar,1674,3,90,3
Nehru Nagar,1269,2,63,3
Nehru Nagar,1100,2,50,2
Nehru Nagar,1674,3,81,3
OMBR Layout,2420,3,185,3
OMBR Layout,1078,2,65,2
OMBR Layout,1101,2,65.5,2
OMBR Layout,1041,2,65.5,2
OMBR Layout,1300,2,80,2
OMBR Layout,1085,2,64,2
OMBR Layout,1855,3,145,3
OMBR Layout,1050,2,48,2
OMBR Layout,1730,3,93,3
OMBR Layout,1165,2,88.5,2
OMBR Layout,1101,2,66,2
OMBR Layout,3400,4,275,4
OMBR Layout,1580,3,75,3
Old Airport Road,2732,4,204,4
Old Airport Road,1875,2,110,3
Old Airport Road,3356,4,251,4
Old Airport Road,1206,2,75,2
Old Airport Road,2774,4,207,4
Old Airport Road,2690,4,191,4
Old Airport Road,2690,4,199,4
Old Airport Road,1655,2,97.65,2
Old Airport Road,1075,2,60,2
Old Airport Road,1858,2,167,3
Old Airport Road,1150,2,90,2
Old Airport Road,2690,4,191,4
Old Airport Road,2658,5,187,4
Old Airport Road,946,2,58,2
Old Airport Road,2774,4,208,4
Old Airport Road,2774,4,208,4
Old Airport Road,3200,4,280,4
Old Airport Road,2690,4,201,4
Old Airport Road,1145,2,75,2
Old Airport Road,2732,4,194,4
Old Airport Road,2658,5,189,4
Old Airport Road,2774,4,197,4
Old Airport Road,3496,4,262,4
Old Airport Road,2774,4,197,4
Old Airport Road,2732,4,204,4
Old Airport Road,1798,3,150,3
Old Airport Road,2774,4,208,4
Old Airport Road,1184,2,78,2
Old Airport Road,3504,4,262,4
Old Airport Road,1055,2,75,2
Old Madras Road,1425,2,94,3
Old Madras Road,3715,6,224.5,4
Old Madras Road,3630,6,195,4
Old Madras Road,1350,3,58.99,3
Old Madras Road,935,2,45,2
Old Madras Road,3715,6,200.5,4
Old Madras Road,1720,3,100,3
Old Madras Road,1200,2,72,2
Old Madras Road,1225,2,53.55,2
Old Madras Road,1100,2,70,2
Old Madras Road,2760,5,157,3
Old Madras Road,1171,2,75,2
Old Madras Road,935,2,45,2
Old Madras Road,4500,7,294,5
Old Madras Road,2640,5,142,3
Old Madras Road,1065,2,47.86,2
Old Madras Road,2010,3,125,4
Old Madras Road,2010,3,115,4
Old Madras Road,1480,2,84,3
Old Madras Road,2990,5,210,3
Old Madras Road,1210,2,74,2
Old Madras Road,1171,2,72,2
Old Madras Road,3630,6,196,4
Old Madras Road,1480,3,95,3
Old Madras Road,1425,2,74.31,3
Old Madras Road,1210,2,80,2
Old Madras Road,1859,3,121,3
Old Madras Road,2990,5,173,3
Old Madras Road,4000,4,225,4
Old Madras Road,3900,4,175,4
Old Madras Road,2300,3,142,3
Old Madras Road,3630,6,207,4
Old Madras Road,1210,2,80,2
Old Madras Road,1210,2,77,2
Old Madras Road,5020,7,287,5
Old Madras Road,3715,6,212.5,4
Old Madras Road,1330,2,74,2
Old Madras Road,1720,3,106,3
Old Madras Road,2640,5,150,3
Old Madras Road,2990,3,170,3
Old Madras Road,1530,3,76.34,3
Old Madras Road,1171,2,73,2
Old Madras Road,1630,3,110,3
Old Madras Road,1165,2,52,2
Old Madras Road,2640,2,170,2
Old Madras Road,1165,2,51.42,2
Padmanabhanagar,1020,2,63,2
Padmanabhanagar,1176,2,62,2
Padmanabhanagar,1258,2,115,2
Padmanabhanagar,1708,2,90.5,3
Padmanabhanagar,1100,2,65,2
Padmanabhanagar,3400,3,210,4
Padmanabhanagar,1531,2,75,3
Padmanabhanagar,1400,3,65,3
Padmanabhanagar,1360,2,75,3
Padmanabhanagar,4500,4,360,3
Padmanabhanagar,1200,2,60,2
Padmanabhanagar,1710,2,90.63,3
Padmanabhanagar,1000,1,90,2
Padmanabhanagar,1067,2,52,2
Padmanabhanagar,1250,2,70,3
Padmanabhanagar,1350,3,71.55,3
Padmanabhanagar,1360,3,75,3
Padmanabhanagar,1100,2,60,2
Padmanabhanagar,2051,3,180,3
Padmanabhanagar,2051,3,170,3
Pai Layout,1006,2,35,2
Pai Layout,1550,2,90,3
Pai Layout,1050,2,40,2
Pai Layout,1400,2,67,3
Pai Layout,1100,2,50,2
Pai Layout,1255,2,80,2
Pai Layout,1075,2,35,2
Pai Layout,1400,2,57.5,2
Pai Layout,1175,2,60,2
Pai Layout,810,2,34.5,2
Pai Layout,1000,2,34,2
Pai Layout,1000,2,42,2
Pai Layout,3800,6,175,6
Pai Layout,1068,2,48,2
Pai Layout,1510,2,65,3
Pai Layout,1500,2,58,3
Pai Layout,1600,2,65,3
Panathur,1359,2,87,2
Panathur,1438,2,100,2
Panathur,1688,3,118,3
Panathur,1695,3,90,3
Panathur,1198,2,77,2
Panathur,1180,2,70,2
Panathur,1546,3,99,3
Panathur,1370,2,75,3
Panathur,1000,2,65.3,2
Panathur,1109,2,63,2
Panathur,1000,2,68,2
Panathur,1255,2,79,2
Panathur,1205,2,62.9,2
Panathur,1198,2,82,2
Panathur,1235,2,65,2
Panathur,1210,2,80,2
Panathur,1210,2,77,2
Panathur,661,1,40,1
Panathur,1210,2,78,2
Panathur,1861,3,92,3
Panathur,1050,2,60,2
Panathur,1398,2,97,2
Panathur,1065,2,58,2
Panathur,1007,2,64,2
Panathur,1210,2,77.93,2
Panathur,1230,2,80,2
Panathur,980,2,57,2
Panathur,1075,2,60,2
Panathur,1210,2,69,2
Panathur,1343,2,76,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1092,2,43,2
Parappana Agrahara,1194,2,45,2
Parappana Agrahara,1200,1,45,1
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,46,2
Pattandur Agrahara,1550,2,80,3
Pattandur Agrahara,1025,2,44.5,2
Pattandur Agrahara,1247,2,59.8,2
Pattandur Agrahara,900,2,42,2
Pattandur Agrahara,1302,2,66,2
Pattandur Agrahara,1550,2,80,3
Pattandur Agrahara,1247,2,62.35,2
Pattandur Agrahara,1350,2,68,2
Poorna Pragna Layout,920,2,39.55,2
Poorna Pragna Layout,1475,2,58.99,3
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,965,2,48,2
Poorna Pragna Layout,1355,2,58.25,3
Poorna Pragna Layout,1355,2,58.27,3
Poorna Pragna Layout,1475,2,58.99,3
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,1475,2,58.99,3
Poorna Pragna Layout,1270,2,50.79,3
Poorna Pragna Layout,960,2,50,2
Poorna Pragna Layout,1270,2,50.79,3
Prithvi Layout,2028,4,162,4
Prithvi Layout,1352,2,87.5,2
Prithvi Layout,1190,2,68,2
Prithvi Layout,1352,2,85,2
Prithvi Layout,1352,2,75,2
Prithvi Layout,2273,4,220,3
Prithvi Layout,1352,3,93,2
Prithvi Layout,2273,4,192,3
Prithvi Layout,1352,2,72,2
Prithvi Layout,2100,3,125,3
R.T. Nagar,1500,4,70,4
R.T. Nagar,1200,2,120,2
R.T. Nagar,1560,3,85,3
R.T. Nagar,1040,2,46,2
R.T. Nagar,1200,2,45,2
